mysql: [Warning] Using a password on the command line interface can be insecure.
id	kode	nama_produk	qty_stok_salah
10908	8992745130406	HIT AE EXPERT CITRUS 600ML	1
2865	8992772123068	ADEM SARI BOX ISI 5 X 7g	1
4503	8992933243116	NUTRIJELL KELAPA MUDA 15GR	1
13547	8998866618649	SOKLIN LIQUID KOREAN CAMELLIA 720ML	1
13914	8998866106153	MAMA LIME TOTAL CLEAN 400ML	1
3826	8998866202473	JAPOTA HAPPY HONEY BUTTER 68GR	1
3827	8998866202459	JAPOTA UMAMI JPN SEAWEED 68GR	1
13440	8999999519124	LUX MAGICAL ORCHID 3 BANDED 110GR	1
13515	8999999589202	SUNLIGHT JERUK NIPIS HABBATUSSAUDA 650ML	1
11496	8998866808859	SOKLIN LIQUID WHITE&BRIGHT 800ML	1
5596	4800361002974	NESTLE MILO 170G	1
5355	8991998111415	TUBRUK GADJAH MANIS 25GX10	1
5798	8994214984947	DIPLOMAT MILD 16'S	1
777	8993007001465	CAP ENAK SKM CHOCO 385 GR	1
13533	089686729030	MAXICORN BARBECUE 150G	1
4164	BUD5	BERAS UDUK 5KG	1
13991	8997018320683	ROKOK GAJAH BARU FILTER 12	1
3820	8998866201469	POTABEE SAPI BBQ 68GR	1
6881	8993560025502	DETTOL COOL 60GR	1
1870	8888166609365	LEMONIA CHOCOLATE 130G	1
591	8992802064026	ZEE VANILLA TWIST MILK 40GRX10'S	1
3970	8997011931695	DESAKU BUBUK LODEH 12.5GR	1
8731	8886020033523	BAGUS RAZORS 3 BLADE W-3352	1
5619	8993496001076	SANIA 2 LITER	1
11927	8992747180201	VIXAL PORSELEN CLEANER HIJAU 720ML	1
2426	8992761122430	FRESTEA GREEN HONEY 500 ML	1
321	CNE1	CAMILAN NIKI ECO KEDELAI	1
5430	8991002104914	KOPI KAPAL API MOCHA 30GR	1
10482	8993189270345	CHARM BF EXTRA MAXI WING 20 P	1
11823	8997217180019	GOPAN STAINLESS	1
3646	8850291110900	TONG GARDEN SUNFLOWER SEEDS 130G	1
3340	8886013236207	FRENCH FRIES 138g	1
8114	8991102100106	PG FORMULA CHARCOAL 160G	1
12997	8997019581489	TISU T-SOFT 230S	1
5722	8991918101014	GEO MILD 16	1
14013	8994286160034	TEH DANDANG VANILLA 25'S	1
2507	8992761166052	FRESTEA MELATI 350ML	1
5251	8997011700062	BIHUN PADAMU KUNING 175GR	1
8266	8995151220860	PUTERI SPLASH CHRYSANT 135 ML	1
13351	089686723052	CHIKI TWIST AYM PANGGANG 75GR	1
14124	089686732115	CHITATO LITE ABURI SEAWEED 65G	1
13195	8993335518819	BUKRIM LIQUISH 800ML	1
10521	8993189230103	CHARM NIGHT WING 29CM ISI 9s	1
275	KTR	KONSINYASI KRUPUK TAHU RAHMAH	1
7384	8999999566654	F&L BRIGHT VIT C FOAM 100GR	1
2725	8992858527308	HYDRO COCO ORI 250 ML	1
13314	8997009781585	HYDRO COCO VITA-D 330ML	1
3517	KTB	KRUPUK TAHU BESAR RACHMAH	1
5276	8886007811410	TEH CAP POCI CELUP ISI 25	1
4315	8992907952549	KONSINYASI SARI ROTI DORAYAKI COKLAT 55GR	1
14195	KPHY	KONSINYASI PARFUME HRNY 30ML	1
8785	8999777813499	NIVEA MEN ACNE DEFENSE+PURIFY SCRUB 100ML	1
4265	02 KCH	KACANG HIJAU 500GR	1
2330	8850389108048	MOGU MOGU MANGGA 320 ML	1
277	8994093103088	KONSINYASI KDS POPCORN RS CHERRY 130GR	1
1265	8992760121090	OREO PEANUT BUTTER & CHOCOLATE 137GR	1
1759	7622201402686	OREO WAFER CHOCO VANILLA 140GR	1
4159	BTW	BERAS TAWON 5KG	1
4170	BHM25	BERAS HIU MERAH 25KG	1
3890	711844120082	ABC SAMBEL EXT PEDAS 135 ML	1
3620	8992775203453	GARUDA ROSTA KCG PANGGANG PEDAS 70GR	1
3601	8992775203422	GARUDA ROSTA OVN BWG 100 GR	1
13704	8999908921406	TAMARA HB MOISTURE BRIGHT WHT PEARL 190ML	1
2405	8992761122331	FRESTEA APPLE 500 ML	1
2497	8992388133345	NU TEH TARIK 330ML	1
2182	8993200661657	CIMORY YOGHURT BLUEBERRY 250 ML	1
13134	8992775002896	GARUDA CRUNCHY POTATO SAPI BBQ 45GR	1
4484	8992933219111	NUTRIJELL CINCAU 15 GR	1
4448	8992933321111	NUTRIJELL STRAW 10 GR	1
4451	8992933323115	NUTRIJELL MELON 10 GR	1
7885	8999999056841	POND'S WHT BEAUTY DAY NORMAL SKIN 20GR	1
7807	8999999528881	CITRA HBL NAT GLOWING BENGKOANG 230ML	1
11249	8886020001256	SWALLOW NAPHT 100GR	1
14070	8997024499243	HONOR EDP ROYCE 50ML	1
5209	8998866200837	SEDAAP CUP SOTO 81GR	1
5208	8998866200844	SEDAAP CUP KARI SPC 81GR	1
5701	8999909028999	DJI SAM SOE REFF 12'S	1
13427	IJR	KONSINYASI INACO JELLY RAHMA	1
14117	8994300101159	TEH BANDULAN 40GR	1
14084	8990074000674	DAIKICHI NORI TABUR BBQ 60GR	1
5485	8992565437037	KONSINYASI MADU KURNIA BEE POLEN 250ML	1
2889	8997009510017	YOU C1000 LEMON 140 ML	1
3790	8992775001042	PILUS GARUDA MI GORENG 95G	1
3794	kpc	KONSINYASI PARE CRISPY 200GR	1
13783	8997018259563	AMH SUSU JAHE MERAH HABBATUSSAUDA 18G	1
7884	8999999056858	POND'S WHT BEAUTY DAY NORMAL SKIN 40GR	1
11933	8886030633904	PORSTEX OCEAN B 700 ML	1
9967	8997021870052	FRESHCARE GREEN TEA 10 ML	1
14139	8998989300421	ROKOK SURYA FILTER MERAH 16	1
109	8992857050166	VAPE MAT LAVENDER 45	1
14324	8991002133334	GOOD DAY DUET MOCA CARAMEL 5X22GR	1
5392	8991002103832	GOOD DAY CHOCO 20 G X 5	1
13372	089686605006	JETZ CHOCO 65G	1
4738	8990800100050	MENTOS BUAH 37G	1
7089	8999999001094	LIFEBUOY BW COOL FRESH 250ML	1
238	JGBW	KONSINYASI JAGUNG GEPUK BAWANG ANUGERAH	1
10838	8991038110514	SELECTION KAPAS 50 GR	1
10646	8992727005098	LAURIER DOUBLE COMFORT WING 22CM 28	1
13952	8997031480043	SUNLI PENCUCI PIRING LIME 750ML	1
6684	8998866888615	GIV BIRU KOTAK 80 GR	1
8038	8998866181082	CIPTADENT FRESH MINT 190 GR	1
6770	8998183024567	AINIE BRIGHT SOAP PAPAYA 135GR	1
13347	089686043495	INDOMIE SEBLAK JELETOT 75GR	1
4907	8992993522701	COLATTA STRAW 250 GR	1
3420	KSGN	KONSINYASI SAGON RAHMAH	1
13322	8997218380333	ICHITAN COLD BREW BROWN SUGAR 250ML	1
2552	8991002121003	GOOD DAY TIRAMISU 250 ML	1
2527	8998009040306	TEH KOTAK APEL 100ML	1
3959	711844130111	ABC SAUS TOMAT 135ML	1
13205	8992775004593	GARUDA PILUS RENDANG 80GR	1
11772	8998866100717	MAMA LIME TOTAL CLEAN LIME 800 ML	1
14290	8886020215226	BAGUS FRESH AIR FRESHENER LUWAK COFFEE 50G	1
8736	4710117601217	SCHICK EXACTA 2 2+1 RAZOR	1
5435	9311931029017	INDOCAFE CAPPUCCINO 25 GR	1
4394	8993296201119	TERIGU SEGITIGA BIRU 1kg	1
1868	8852008510492	TOPPO COCOA CHOCOLATE 40G	1
2026	8852008510010	TOPPO VANILA CHOCOLATE 40G	1
107	8998990225010	BAGUS KITCHEN MATE 501	1
13127	053314502210	KUSUKA BBQ 60GR	1
13048	8992856906822	VITALIS MEN EDP MORNING RUN 100ML	1
5478	8997211480115	KONSINYASI MADU EXTRAGA BEE POLLEN 625ML	1
5602	8996001603376	ENERGEN KURMA 30GR X 10	1
10249	8998990222019	BAGUS BEAUTY MATE 201	1
4399	8993296210005	SEGITIGA BIRU POLOS 1 KG	1
632	8998009010231	ULTRA MILK UHT CKLT 250 ML	1
10486	8992727002714	LAURIER ACTIVE DAY SUPER MAXI 30 P	1
11826	8998866106160	MAMA LIME TOTAL CLEAN GREEN TEA 780ML	1
14429	8998866612890	GIV HIJAB TIN & ZAITUN KOTAK 72GR	1
8905	8992222053426	GATSBY URBAN COL. ENERGY 125 ML	1
14359	8997024490424	THAI RICE MILK SOAP 50G	1
2407	8992761122324	FRESTEA JASMINE 500 ML	1
14313	8992696525764	NESCAFE OAT LATTE 220ML	1
9147	8995026806137	MARCKS BEDAK CREAM 20GR	1
13477	8996001358399	WAFELLO WAFER CHOCO BLAST 117GR	1
8124	8999999564421	PEPSODENT COMPLETE 8 MULTI PROT 150GR	1
10612	8993189320286	CHARM SAFE NIGHT 35CM 12'S WING	1
13816	8999999593223	BANGO KECAP MANIS REFF 200ML	1
5308	8994300101166	TEH BANDULAN 80g	1
11787	8998866105149	MAMA LEMON JERUK NIPIS 400 ML	1
13499	8998866618175	NUVO BODY WASH RELAX & PROTECT 450ML	1
7231	8992946522192	SHINZUI B. SCRUB MYORI 120 GR	1
11427	8998866610223	DAIA SOFTENER VIOLET 900GR	1
9939	8992745380689	MITU BABY POWDER FLORAL 100G	1
11530	8998866601870	SOKLIN PWG PURPLE 900 ML	1
7732	8992946518812	SHINZUI BD LOTION HANA 210ML	1
11838	8997017120017	MR LEMON JERUK NIPIS 800ML	1
6678	8998866608602	GIV PEARL WHITE 80 GR	1
13774	089686040098	INDOMIE PREMIUM TORI MISO 85G	1
1919	8990044000017	POCKY STRAWBERRY 45 GR	1
2310	8998866500708	FLORIDINA PULP 360 ML	1
13156	089686386011	INDOFOOD RACIK NASI GRG 20 GR	1
14496	089686048094	SARIMI GORENG AYAM PEDAS KOREA ISI 2 120G	1
1568	8994755030240	GOOD TIME COFFEE CHOC 80 GR	1
1353	7622210551733	OREO RED VELVET 133GR	1
2178	8993200661305	CIMORY YOGHURT STRAWBERRY 250 ML	1
13759	8997218380340	ICHITAN KOREAN BANANA MILK 300ML	1
7616	8999999719395	VASELINE HW WHITENING 100 ML	1
14598	8998866611640	NUVO BIRU 3+1 BANDED 100GR	1
8416	8992856903203	ROMANO UNIQUE ACTIVE MEN COLOGNE 100ML	1
14627	8992857131001	VAPE AEROSOL CANDY FLOWER 600ML	1
1281	8888166607392	KHONGGUAN SALTCHESE CHOCO190 GR	1
1290	7622300442507	OREO ICE CREAM BLUEBERY 137 GR	1
13653	8997215750085	WINCHEEZ GOLD 170GR	1
11735	8992772198035	KISPRAY BLUIS REFIL 300 ML	1
13073	8999908273109	MARINA NOURISH & HEALTHY 335ML	1
8074	8999999710866	PEPSODENT HERBAL 190 GR	1
13561	8992856907171	DOREMI KIDS COL GLACIER 100ML	1
14578	8993207202174	OKEY STIK NAGET AYAM 500GR	1
11012	8992745999980	HIT MAT GREEN TEA 18'S	1
8782	8999999034733	PONDS MEN WHITE BOOST 100GR	1
13962	8992786400216	PONDAN PUDDING RS MANGGA 100GR	1
13251	089686059779	INDOMIE GRG KRIUK PEDAS 90 GR	1
5069	089686048704	SARIMI GORENG AYM KCP ISI 2 126 GR	1
14348	8998866203890	JAPOTA BEEF BBQ 68GR	1
5158	8997222130191	LEMONILO MIE AYAM BAWANG 70GR	1
6865	7640129890040	SABUN ASEPSO ANTISEPTIC 80GR	1
13657	8993226568428	ROSINA GARAM PREMIUM 250GR	1
14501	8994942025004	PAMMA KALDU RASA AYAM KAMPUNG 80GR	1
14609	8999999533366	VASELINE HBL FRESH COOL	1
9994	8888103205018	CUSSONS BABY OIL MILD&GNTLE 50ML	1
13576	8997221811268	MAT GIM NORI BALADO 2*5GR	1
14389	8996196005405	PIATTOS SAPI PANGGANG 120G	1
3456	8997014021850	LEMONILO CHIMI UBI JAGUNG BAKAR 40g	1
5868	8991917101558	CHIEF KRETEK 12	1
14672	8991002133624	GOOD DAY MOCACINNO 20G	1
7977	8991102022347	FORMULA SILVER PROTEC RIPPLE	1
13466	8998777143728	IMBOOST 4 TABLET	1
1396	8999918181685	AIM CRISPY CRACKERS 150 GR	1
14493	8991906102511	76 NANAS KRETEK 12	1
4212	8993093665480	GULA ROSE BRAND HIJAU 1KG	1
14257	8992775913000	CHOCOLATOS DRINK CHOCOLATE 10*27GR	1
14258	8992775000250	CHOCOLATOS DRINK MATCHA 10*27GR	1
8129	8992725910400	LISTERINE COOL MINT 80 ML	1
7073	8993560022006	DETTOL LIQ ANTISEPTIK 50ML	1
14367	8901526540068	GARNIER COLOR CREME RICHE COKLAT CARAMEL SCH	1
13942	8991906101811	DJARUM 76 MANGGA KRETEK 12	1
14812	8992933151114	HAPPY PUDDING COKELAT 60GR	1
14894	BRL3	BERAS ROJOLELE 3KG	1
297	6194008630025	KONSINYASI KURMA PALMFRUIT 250GR	1
14457	8993883801173	IMPLORA SHEET MASK ANTI AGING 25GR	1
7772	8999999719418	VASELINE HBL UV B3 200ML	1
4472	8992933211115	NUTRIJELL STRAW 15 GR	1
14832	8850086250224	OVALTINE RENTENG 22G	1
14813	8992933153118	HAPPY PUDDING VANILLA 60GR	1
10225	8994064112521	DODO COTTON BUDS 100PCS 153	1
2433	8992388101092	NU GREEN TEA HONEY 330 ML	1
3619	8994222112318	GANGSAR KAPAL 140GR	1
3940	711844120419	ABC SAMBAL ASLI 275ML	1
13249	055500130207	SOS ANT BACTERIAL APEL WONDER 800ML	1
7665	8999908010605	MARINA HBL MULBERRY 100ML	1
2952	8992772586023	ADEM SARI CHINGKU HERBAL 320ML	1
13510	8992388145324	NU CHOCO HAZELTEA 330ML	1
14896	8998989300476	GG INTERNATIONAL 12 KRETEK	1
2575	8997218380135	ICHITAN THAI MILK GREENTEA 310ML	1
3621	8997035563476	SOYJOY RAISIN ALMOND 30GR	1
14765	8995333060796	TERIGU DUA PEDANG 1KG	1
13013	MJS	KONSINYASI MARNING JAGUNG SUMENEP	1
14795	089686060287	POP MIE KOREAN SPICY RAMYEON 71G	1
5605	8992696523302	KOKO KRUNCH DOUBLE CHOCO 20GR	1
5591	8992696428263	NESTLE KOKO KRUNCH CUP 32 GR	1
12378	5031262	KONSINYASI NEW TWEETY BOLU KERING 185GR	1
6885	8998183216122	HOLLY SABUN HIJAU 40GR	1
14653	BKAH25	BERAS KARYA ALAM HIJAU 25KG	1
7056	8998866609753	NUVO FRESH PROTECT 450ML	1
15211	8992802123013	ENTRASOL SUSU ZAITUN 180ML	1
13513	8997024499069	HONOR EDP BRONX 50ML	1
11670	8998866613651	SOKLIN PEWANGI HIJAB REFRESHING GREEN 800ML	1
11497	8999999560683	RINSO CAIR JAPANESE PEACH 750ML	1
7295	8991380700609	GARNIER LIGHT COMP SCRUB 100ML	1
794	8992696426528	NESTLE CARNATION 495GR	1
15200	8997018990138	TEPUNG BERAS KUE MANGKOK 500GR	1
765	8992753102303	FF SKM CHOCO 6*40GR	1
14502	8994942025011	PAMMA KALDU JAMUR 80G	1
1745	8992775001783	GERY MALKIST CHOCOLATE COCONUT 110G	1
15219	505372005	BAPER POLL BASRENG RENDANG 50GR	1
15034	8992696526884	NESTLE GOODNES HABATUSSAUDA 189ML	1
7083	8993560026417	DETTOL BW COOL 125 ML	1
14615	8999909085114	SAMPOERNA AGA POLOS KRETEK 12	1
5685	8999909000988	SAMPOERNA AGA KRETEK 12	1
8674	8999777007478	NIVEA DEO WHT HAPPY SHAVE 25ML	1
13441	8999999574819	PEPSODENT SG BRILLIAN ISI 3 SOFT	1
15123	8997221090014	GMM GULA PASIR 1 KG	1
4548	8992826211017	FILMA MARGARIN 200GR	1
15187	8993226568473	GARAM PASAR RAME 250GR	1
14859	8992933152111	HAPPY PUDDING STRAWBERRY 60GR	1
14991	8992933162127	AGARIA PUTIH 7GR	1
13755	8992933413113	NUTRIJELL PLAIN 10G	1
4470	8992933241112	NUTRIJELL COKLAT 30 GR	1
9952	8993176110067	CAPLANG KAYU PUTIH 120 ML	1
2611	8996129800640	AIR MINERAL CLEO 1500ML	1
2728	8997035600324	POCARI SWEAT 2L	1
15125	8998866632300	AQUVIVA 1600ML	1
12950	8994046010036	KONSINYASI MY ROTI FUNWARI TAWAR BIRU 380GR	1
15320	8996001301142	ROMA BISCUIT KELAPA 300GR	1
15185	8998866627405	EKONOMI PENCUCI PIRING NANAS 650ML	1
6839	8993560024642	DETTOL ACTIVE 110GR	1
13722	8993560025465	DETTOL MOISTURE ALOE VERA 100GR	1
6857	8993560025007	DETTOL COOL 105GR	1
15255	8992832000155	BELLAGIO EDP WILD RED 50ML	1
13050	8998183604134	SHANTOS ROMEO EDP ACTIVE MAN 100ML	1
14299	BUDH5	BERAS UDUK HIJAU 5KG	1
14638	8996196005658	PIATTOS SAMBAL GEPREK 120GR	1
9163	8995026806168	MARCKS POWDER INVISIBLE 20G	1
2213	8998866202725	MILKU RS COKLAT 200ML	1
623	8992753018796	BENDERA UHT LOW FAT CKLT 250 ML	1
3315	653314504513	KUSUKA RUMPUT LAUT 60G	1
15357	8997232971302	LEMONILO BROWNIES CRISPY STRAWBERRY CHEESE 35G	1
15035	8992696526747	TRIX CEREAL 30GR	1
10830	8991038110354	KAPAS SELECTION 35 GR	1
1317	8991001770288	WAFER SELAMAT GOLDEN CHOCO 102G	1
